epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
127,274.085,1.26918,1.65983,0.75875,0.93358,0,0.6302,0.42553,0.41675,0.21808,0.68848,0.46809,0.49013,0.21799,1.65045,2.02175,1.17143,1.05934,0,0.0003368,0.0003368,0.0003368
128,275.976,1.06566,1.43606,0.75806,0.93184,0,0.6302,0.42553,0.41675,0.21808,0.68848,0.46809,0.49013,0.21799,1.65045,2.02175,1.17143,1.05934,0,0.0003236,0.0003236,0.0003236
129,277.89,1.091,1.40095,0.68937,0.94075,0,0.6637,0.42553,0.42376,0.2371,0.6975,0.44681,0.47718,0.23043,1.67231,2.03514,1.16483,1.07735,0,0.0003104,0.0003104,0.0003104
130,280.922,1.18077,1.49418,0.71017,0.946,0,0.6637,0.42553,0.42376,0.2371,0.6975,0.44681,0.47718,0.23043,1.67231,2.03514,1.16483,1.07735,0,0.0002972,0.0002972,0.0002972
131,283.881,0.99635,1.32108,0.63299,0.91151,0,0.6637,0.42553,0.42376,0.2371,0.6975,0.44681,0.47718,0.23043,1.67231,2.03514,1.16483,1.07735,0,0.000284,0.000284,0.000284
132,286.871,1.11009,1.44016,0.73848,0.98741,0,0.69041,0.42553,0.42347,0.23445,0.72603,0.44681,0.47631,0.2212,1.7408,2.02948,1.15222,1.13423,0,0.0002708,0.0002708,0.0002708
133,288.738,1.0845,1.34973,0.6636,0.92069,0,0.69041,0.42553,0.42347,0.23445,0.72603,0.44681,0.47631,0.2212,1.7408,2.02948,1.15222,1.13423,0,0.0002576,0.0002576,0.0002576
134,290.883,1.04643,1.30469,0.63593,0.92452,0,0.69041,0.42553,0.42347,0.23445,0.72603,0.44681,0.47631,0.2212,1.7408,2.02948,1.15222,1.13423,0,0.0002444,0.0002444,0.0002444
135,292.777,1.06517,1.3803,0.6831,0.91995,0,0.70517,0.42553,0.41376,0.23275,0.77656,0.46809,0.50599,0.22734,1.73971,2.02346,1.15482,1.13998,0,0.0002312,0.0002312,0.0002312
136,294.638,1.10346,1.39905,0.69206,0.89641,0,0.70517,0.42553,0.41376,0.23275,0.77656,0.46809,0.50599,0.22734,1.73971,2.02346,1.15482,1.13998,0,0.000218,0.000218,0.000218
137,296.533,1.07319,1.37732,0.65981,0.90152,0,0.73867,0.44681,0.43239,0.23961,0.78386,0.46809,0.50537,0.23121,1.71881,2.0101,1.12791,1.12127,0,0.0002048,0.0002048,0.0002048
138,299.478,1.09518,1.35936,0.65109,0.92131,0,0.73867,0.44681,0.43239,0.23961,0.78386,0.46809,0.50537,0.23121,1.71881,2.0101,1.12791,1.12127,0,0.0001916,0.0001916,0.0001916
139,302.433,0.91395,1.20137,0.6272,0.90491,0,0.73867,0.44681,0.43239,0.23961,0.78386,0.46809,0.50537,0.23121,1.71881,2.0101,1.12791,1.12127,0,0.0001784,0.0001784,0.0001784
140,305.538,1.18192,1.51845,0.70142,0.93687,0,0.69057,0.42553,0.41947,0.22371,0.76196,0.46809,0.51441,0.23081,1.68955,2.01543,1.13283,1.0977,0,0.0001652,0.0001652,0.0001652
141,309.162,1.07644,1.36963,0.71619,0.93956,0,0.69057,0.42553,0.41947,0.22371,0.76196,0.46809,0.51441,0.23081,1.68955,2.01543,1.13283,1.0977,0,0.000152,0.000152,0.000152
142,311.222,1.09932,1.50618,0.72772,0.93185,0,0.69057,0.42553,0.41947,0.22371,0.76196,0.46809,0.51441,0.23081,1.68955,2.01543,1.13283,1.0977,0,0.0001388,0.0001388,0.0001388
143,313.095,1.03994,1.4911,0.6911,0.92545,0,0.69115,0.42553,0.41224,0.22267,0.76331,0.46809,0.50632,0.22625,1.67209,1.98806,1.1299,1.08968,0,0.0001256,0.0001256,0.0001256
144,314.944,1.00998,1.40786,0.66285,0.90305,0,0.69115,0.42553,0.41224,0.22267,0.76331,0.46809,0.50632,0.22625,1.67209,1.98806,1.1299,1.08968,0,0.0001124,0.0001124,0.0001124
145,316.849,1.03091,1.38937,0.64942,0.9093,0,0.65339,0.42553,0.39364,0.21176,0.73304,0.46809,0.50136,0.22529,1.66069,1.97586,1.13804,1.08289,0,9.92e-05,9.92e-05,9.92e-05
146,318.741,1.02667,1.47194,0.65815,0.89665,0,0.65339,0.42553,0.39364,0.21176,0.73304,0.46809,0.50136,0.22529,1.66069,1.97586,1.13804,1.08289,0,8.6e-05,8.6e-05,8.6e-05
147,320.627,1.08444,1.23752,0.7268,0.89796,0,0.65339,0.42553,0.39364,0.21176,0.73304,0.46809,0.50136,0.22529,1.66069,1.97586,1.13804,1.08289,0,7.28e-05,7.28e-05,7.28e-05
148,322.473,1.01153,1.4706,0.65197,0.91774,0,0.65052,0.42553,0.38813,0.2089,0.71695,0.46809,0.49611,0.22125,1.65613,1.9462,1.1475,1.07631,0,5.96e-05,5.96e-05,5.96e-05
149,324.36,1.04231,1.4123,0.66601,0.91078,0,0.65052,0.42553,0.38813,0.2089,0.71695,0.46809,0.49611,0.22125,1.65613,1.9462,1.1475,1.07631,0,4.64e-05,4.64e-05,4.64e-05
150,326.126,1.17818,1.562,0.77735,0.93635,0,0.65052,0.42553,0.38813,0.2089,0.71695,0.46809,0.49611,0.22125,1.65613,1.9462,1.1475,1.07631,0,3.32e-05,3.32e-05,3.32e-05
